"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.189831876357931,0.106896346451143,0.297517459118405,0.251541121125276,0.475291044206494,0.707256388420741,1.09715954169375,1.6534034934243,2.29844185141943,3.00988590614965,3.30371929322364,3.56951443759905,3.58753041739029,3.32592814203683,3.08763399850154,2.6213151315911,1.77528887608763,1.31676344139967,0.939971264902372,0.663108188369938,0.553208990928813,0.0952281787592464,0.170214705824108,0.00160001001934247,-0.00183274455570367,0.122608421530475,0.145944210759482,-0.03095805621065,0.2853589577649,0.311281311345081,0.44100071999657,0.744302791544021,0.966594155939614,0.360354069974068,0.398222394595007,0.0619360372297452,0.0751515065179818,-0.0862485062975042,0.0794187017182392,0.19361033204126
0.205831404989741,0.147327167016373,0.268100118794097,0.17419911649876,0.491426211045482,0.831559307413245,1.08522197718244,1.61306929898486,2.2552886573373,2.67281434734565,3.28049001397082,3.7150278647891,3.45883939131437,3.39349572284129,2.92245824057177,2.24054079367809,2.06402468014245,1.52803925828442,0.954961954787604,0.649417071380337,0.646512231331701,0.177693544389641,0.0842942317731883,0.111965531908381,0.0876374317729486,-0.244006853083848,0.120686202082326,0.0787858819309499,0.241823859605396,0.582400385976151,0.764548639782865,0.6711498931305,0.729549988445186,0.604990125932424,0.225561265033937,0.0845968113704304,0.0216204974129691,0.118506160880317,-0.053284871897267,-0.131638381004484
0.0540395994771465,0.0208702885841078,-0.0014967473139017,0.289704006504499,0.563314110046148,0.716570634334063,1.27490935344213,1.73062186441968,2.31838494080453,2.77106809255505,3.28690536642281,3.66678263624394,3.74802539000338,3.31458368049642,3.05044294041797,2.4537665875453,2.07099885756679,1.56097225689763,0.981965546064929,0.623707604734279,0.328246172562162,0.130246943594319,0.11343694347249,0.0435291748938537,0.0817797677467957,0.0989940737596952,0.0268784664499256,0.111053854280129,0.313773850971119,0.537818950219641,0.653663039618803,0.783049843596084,0.705228075494294,0.709789734208959,0.214112534593851,0.0570083972839242,-0.12995986775552,0.0164742107313698,-0.0204682580520575,0.0563829723283197
0.144706784688059,0.136879679107513,0.222894084709758,0.39478331003082,0.414474802261261,0.65891730175793,1.17252630421798,1.80291431112632,2.21141451374984,2.71959475500316,3.24792949067072,3.60505072063617,3.6632688586438,3.43860247942588,2.940352663484,2.41251635022135,2.08737012384476,1.46859569272814,1.03193084842457,0.691819562299017,0.219102284112833,0.327487012391253,-0.0537011230318186,0.0693420191484529,-0.104265584541886,0.0615627796308671,0.32206635840193,0.122852923825924,0.134677457117935,0.561747860556765,0.607480038537129,0.586726716745348,0.718163121252399,0.446746030955233,0.187367558479008,-0.0403321304053041,-0.0486934680399513,0.17142552147292,0.0272964217305128,0.0251850640571274
-0.0252660895139486,0.0949146367920077,0.00710155627780754,0.211780257829244,0.559134644463061,0.911615740881455,1.36228875059073,1.47411415613221,2.18804221804839,2.84179499258554,3.23153896177356,3.78919458144417,3.77647662958383,3.21841229537939,2.91517982762219,2.62732648943904,2.11624886211936,1.48398819598829,0.800096359723174,0.658111968657995,0.405226901785204,0.240953327822442,0.330946916941631,0.0105025259142037,-0.0855154976307354,-0.011966150193052,-0.0209340505263316,0.123522981722855,0.183366499775417,0.303000844011471,0.498063608517777,0.720470239103809,0.767274533773312,0.450334657382554,0.248488450272918,0.283537351521069,0.297617248389567,-0.0441575222046718,-0.110431025743413,0.0848769114220848
0.0510857917219021,0.088058147529207,0.111929085780201,0.341321734560345,0.660001965061857,0.57413119803031,1.2111380355429,1.85712721227376,2.18618152674394,2.88428511690795,3.35011860627973,3.64043128805059,3.51352831221571,3.2685528359729,2.97394761753176,2.68585705666598,1.90224111558266,1.44255459781078,1.02949142935121,0.561373345987625,0.382039762077854,0.182258439605079,0.130316826385752,0.148942135916725,0.144015341722002,0.0476337025582279,0.180419809946094,0.14912849779951,0.193766276912876,0.351472558756165,0.709837662533891,0.975428379363182,0.705895671227972,0.481693775992353,0.347604830133041,0.279876158698649,-0.0865539869300665,-0.136929308609636,-0.0498506290012456,-0.254702294813962
0.0555620770506292,0.0651874918557961,0.270501414263799,0.405380993434339,0.480797984281628,0.532278981547661,1.25424744895315,1.74980927998548,2.1990855512947,2.74247848245025,3.37675576816601,3.63133661667278,3.59307323497692,3.31310411811046,3.04505036471839,2.4763781703724,1.93901081503801,1.22224260647024,0.931725306414991,0.741630873117487,0.409433442992348,0.340860118511297,0.0848467532208976,0.264730181138751,-0.0562663356574868,0.0792444534841752,0.0348751760662561,0.183253914296053,0.290551332845104,0.369032585237328,0.56713495730073,0.720969111609643,0.830447029833196,0.463217005145159,0.189656955980831,-0.0150952011908396,0.247650699943319,0.0121326954821208,-0.0432691383134003,0.0307517013651827
0.00284914524057416,0.0413843996945611,0.120631126207707,0.244669772840657,0.46551608401215,0.73052564748022,1.17936913550773,1.74656306004621,2.30443292716907,2.85912840298896,3.45721156063728,3.54716656266508,3.60158699717196,3.41714703979665,3.11044001672508,2.46247160618593,1.89883161062699,1.61325352515739,0.880930889760732,0.759568917832024,0.242480153255107,0.055438802083258,0.109538913244831,0.0983206946596673,0.0568327851940204,-0.00298859324506464,0.0689920482971761,0.0818659783236995,0.179508475337439,0.431177697022344,0.689334685346082,0.971081355235525,0.785396634235169,0.427870383530684,0.218098199442225,0.0134751002974475,-0.0615703870352294,0.089181671038403,0.0861569170052894,0.0499229036031373
0.0100615728080135,-0.0008418884469438,0.320366442226326,0.0157404458672949,0.560937206660879,0.958842514976624,1.18843224901338,1.75387846538108,2.08930131526846,2.78470560712544,3.42901722824606,3.62605580761208,3.67301247922261,3.357685488757,2.95404246973887,2.3712778297912,1.83113429211149,1.32904317639625,0.824349279276065,0.710913349860362,0.577437221663464,0.440698519104197,0.141374533136424,0.0660247480868674,0.0521026620246617,-0.0108751890683044,0.177523870082729,0.16718965310277,0.127245736045213,0.354368239190744,0.706747937691168,0.935433881101075,0.643312687547785,0.399933977445528,0.238234121974676,0.075353074081057,0.164274722088112,-0.255560508950543,0.0950819698044208,0.0457920058000437
-0.00546006174359383,0.302631058831341,0.181908513860123,0.366593392205313,0.342876800366195,0.80732760974637,1.12282198282051,1.78771984095319,2.36262359433498,2.74736315839163,3.29903663784179,3.54689599894751,3.61977703623894,3.53649819591069,3.16903846284864,2.52116830100199,1.93678596018773,1.50093516619856,0.975498531939706,0.542270425522073,0.393937822786315,0.224596547680552,0.0810782621485258,0.0453035024154157,-0.000992940910097231,-0.0703959753962976,-0.0185061503072309,0.0516580211307391,0.195613752959597,0.538346102209295,0.626720306659414,0.847115108360534,0.736170146849752,0.391465683266982,0.198117397215687,0.153124648028676,-0.0968994944831279,-0.0542070180052398,0.193943579576555,0.0747860037694295
